job_role,industry,automation_risk_pct,risk_level,automation_exposure_pct,task_repetition_pct,creativity_requirement_pct,physical_labor_pct,analytical_complexity_pct,social_interaction_pct,avg_salary_usd,experience_required_years,education_level,job_demand_index,job_growth_rate,skill_complexity_score,training_hours_needed,ai_dependency_current,ai_dependency_future,ai_tool_availability
Doctor,Construction,27.1,Low,82.56,70.86,85.56,88.12,88.7,12.55,57867,6,High School,0.8225,-0.0962,0.7399,423,0.2288,0.9674,ChatGPT
Civil Engineer,Finance,13.92,Low,30.23,6.24,46.71,64.4,20.03,6.53,74678,9,Bachelor,0.5673,0.0981,0.4379,215,0.0022,0.5872,AutoGPT
Graphic Designer,Energy,77.06,High,33.14,3.52,83.5,71.3,24.61,56.3,137561,14,Master,0.6083,0.1253,0.6525,447,0.5099,0.1962,Claude
Civil Engineer,Tech,10.79,Low,46.62,16.84,17.76,27.73,95.29,50.24,42963,14,PhD,0.3458,0.0238,0.4067,272,0.7656,0.7411,None
Sales Manager,Marketing,16.08,Low,28.79,72.79,15.92,0.06,13.52,49.12,79434,7,Bachelor,0.2016,0.0769,0.7083,76,0.1251,0.0073,Claude
Sales Manager,Manufacturing,66.68,Medium,41.34,18.37,65.75,86.54,19.11,57.45,96617,5,Bachelor,0.4554,0.0157,0.3375,488,0.5328,0.0891,ChatGPT
Customer Support,Marketing,23.96,Low,58.48,51.15,87.01,82.24,42.05,28.71,147569,2,Bachelor,0.6575,-0.0228,0.4884,147,0.3144,0.2861,None
Graphic Designer,Legal,96.91,High,26.87,9.33,89.24,12.32,58.96,66.29,127352,5,Bachelor,0.9985,-0.0588,0.7088,234,0.8382,0.0152,Gemini
Civil Engineer,Tech,86.32,High,63.29,92.09,64.37,37.41,60.38,50.24,109732,14,Master,0.8173,0.0295,0.0427,70,0.1003,0.6834,AutoGPT
Doctor,Tech,74.45,High,43.24,34.4,52.55,66.13,29.2,33.47,137648,1,Master,0.4343,0.1325,0.3281,386,0.8479,0.8166,Claude
Electrician,Manufacturing,34.31,Medium,82.7,90.81,33.14,65.21,92.06,82.65,111494,14,Bachelor,0.7432,0.1225,0.5462,111,0.6108,0.7538,AutoGPT
UX Designer,Education,5.68,Low,90.68,94.49,98.0,86.04,91.51,72.77,107225,11,Bachelor,0.108,0.1299,0.0741,302,0.9194,0.1445,Gemini
Product Manager,Marketing,33.64,Medium,17.95,0.61,31.97,14.03,39.21,39.36,112867,6,Bachelor,0.415,0.1416,0.7032,24,0.9356,0.8039,Claude
Product Manager,Healthcare,37.67,Medium,44.28,46.41,74.42,42.99,43.43,84.76,108972,13,High School,0.4249,-0.0587,0.8133,59,0.8089,0.8285,AutoGPT
Data Analyst,Construction,12.74,Low,27.48,2.47,53.2,9.72,70.25,92.03,126261,10,Master,0.9988,-0.0634,0.1633,269,0.5301,0.0965,Gemini
UX Designer,Education,12.06,Low,65.38,90.87,60.85,38.96,66.3,53.69,120748,9,Bachelor,0.391,0.0069,0.7335,110,0.1426,0.4924,Gemini
Graphic Designer,Healthcare,66.81,Medium,30.53,51.84,39.35,1.51,38.23,21.5,154481,13,Bachelor,0.0833,0.0723,0.6462,435,0.2254,0.6881,Gemini
Accountant,Energy,23.24,Low,46.25,7.49,96.48,89.83,41.42,91.58,159529,6,Bachelor,0.0672,0.0099,0.4109,461,0.4178,0.4067,ChatGPT
Sales Manager,Manufacturing,67.8,Medium,32.85,11.03,57.17,52.7,34.8,18.95,32251,3,Master,0.6984,0.1231,0.165,19,0.729,0.8893,Copilot
Data Analyst,Energy,54.83,Medium,48.96,38.35,93.78,84.98,23.54,4.84,129108,12,High School,0.2891,0.0793,0.9549,253,0.5449,0.5291,AutoGPT
HR Specialist,Construction,90.15,High,48.61,94.02,0.76,5.99,45.81,32.75,127382,7,Master,0.8689,0.0585,0.464,132,0.4383,0.1221,Gemini
Data Analyst,Retail,79.72,High,53.56,69.29,57.27,22.75,68.64,72.7,39583,3,Master,0.4829,-0.0822,0.1836,159,0.4775,0.5304,AutoGPT
Accountant,Healthcare,15.14,Low,62.3,86.76,71.72,25.94,74.2,92.33,80387,6,Master,0.3304,-0.0562,0.7182,392,0.7415,0.5774,Gemini
Software Engineer,Education,61.02,Medium,51.07,36.65,74.51,38.67,77.89,63.73,53104,3,Bachelor,0.7591,0.007,0.6079,168,0.0344,0.9536,AutoGPT
Electrician,Healthcare,65.31,Medium,40.69,4.32,90.5,80.29,37.47,95.18,42224,12,High School,0.4175,0.1441,0.8162,493,0.4426,0.422,Claude
HR Specialist,Healthcare,86.21,High,70.85,97.43,0.44,38.66,76.46,9.24,90624,11,Bachelor,0.7374,-0.0164,0.9961,262,0.5727,0.893,AutoGPT
Electrician,Manufacturing,64.1,Medium,7.61,1.72,0.03,20.47,0.65,6.08,134320,4,Bachelor,0.7141,0.0575,0.0449,341,0.5887,0.32,None
Data Analyst,Energy,14.07,Low,49.66,94.77,47.23,6.5,47.7,60.42,108572,6,High School,0.7232,0.1472,0.7393,210,0.6187,0.4523,Copilot
Sales Manager,Marketing,25.84,Low,41.4,36.87,2.93,7.95,79.39,96.61,115469,12,Bachelor,0.8571,-0.034,0.9891,293,0.0534,0.6753,Claude
Marketing Specialist,Retail,63.76,Medium,46.67,1.01,97.45,76.0,63.0,50.27,107928,13,Bachelor,0.8484,-0.0583,0.5382,107,0.5579,0.8855,Claude
Product Manager,Manufacturing,91.19,High,53.6,68.92,22.21,44.48,47.41,5.15,34141,13,Master,0.6646,0.0366,0.7157,462,0.5505,0.7741,Gemini
Accountant,Legal,89.15,High,78.38,98.05,47.27,72.62,64.46,22.12,100871,12,High School,0.957,0.038,0.4411,231,0.8549,0.1555,Midjourney
Marketing Specialist,Manufacturing,35.92,Medium,85.16,96.56,6.11,68.23,90.69,24.48,166149,9,Bachelor,0.0207,0.1305,0.3568,217,0.7601,0.1937,None
UX Designer,Construction,83.07,High,28.76,16.09,52.2,13.54,56.64,33.79,76015,2,Master,0.9304,-0.0934,0.6965,284,0.0312,0.0682,Copilot
Product Manager,Retail,51.13,Medium,37.46,18.12,38.0,14.29,79.98,4.36,89902,9,Master,0.1483,0.0018,0.9881,343,0.5559,0.6215,Claude
Doctor,Tech,46.43,Medium,76.72,56.55,4.47,75.53,98.07,90.49,35577,4,Master,0.2116,-0.0219,0.0917,56,0.6909,0.4403,Midjourney
HR Specialist,Legal,35.09,Medium,68.8,63.73,33.51,72.13,70.56,51.56,50002,10,Master,0.8174,0.0428,0.4221,124,0.5801,0.8758,Midjourney
Product Manager,Finance,67.82,Medium,56.36,73.94,39.14,37.8,57.33,67.09,80711,13,Master,0.4004,-0.0977,0.9406,417,0.6764,0.9894,Claude
Accountant,Manufacturing,59.96,Medium,9.87,18.11,98.99,7.74,3.75,6.72,69451,2,Bachelor,0.4253,0.0778,0.1128,193,0.1167,0.8786,Gemini
Teacher,Healthcare,37.47,Medium,44.85,95.9,20.79,1.21,37.45,5.41,64831,4,Bachelor,0.2612,0.0212,0.6509,379,0.1692,0.0466,ChatGPT
Marketing Specialist,Marketing,76.28,High,49.74,63.87,54.48,28.82,56.54,58.65,126498,13,High School,0.2244,0.0752,0.4302,20,0.5827,0.9444,Claude
Software Engineer,Tech,37.93,Medium,55.12,84.7,98.73,0.92,79.72,88.73,158949,2,High School,0.1062,0.012,0.3769,86,0.8007,0.103,Gemini
Civil Engineer,Manufacturing,58.44,Medium,40.27,54.01,79.2,23.01,43.81,52.85,125119,10,High School,0.1968,0.0185,0.2094,339,0.026,0.4472,Copilot
Civil Engineer,Manufacturing,39.24,Medium,59.79,41.43,99.34,41.95,96.01,87.78,96830,9,High School,0.5667,0.1239,0.1763,230,0.4362,0.2973,Gemini
Accountant,Education,11.69,Low,45.68,97.72,96.83,12.14,27.18,81.1,110632,10,Bachelor,0.7066,-0.0473,0.5163,496,0.9921,0.1564,Midjourney
Accountant,Education,16.12,Low,47.7,58.21,48.95,10.43,74.46,7.59,66833,6,High School,0.7388,-0.0456,0.3774,356,0.7657,0.1712,None
Plumber,Tech,65.67,Medium,72.74,86.69,69.64,89.64,41.9,20.2,54398,12,High School,0.3701,0.0399,0.4915,63,0.4502,0.3458,None
HR Specialist,Energy,81.12,High,67.49,95.33,11.04,58.55,48.6,65.77,91554,0,Master,0.922,0.0651,0.1959,68,0.098,0.0254,Copilot
UX Designer,Education,46.85,Medium,80.41,67.54,44.11,93.45,80.25,44.35,80755,8,High School,0.3287,-0.0113,0.3502,202,0.3592,0.0647,None
Plumber,Healthcare,32.56,Medium,39.7,54.89,80.9,34.58,29.62,29.07,178778,8,Master,0.1111,0.0299,0.9964,41,0.1544,0.7143,Copilot
Electrician,Legal,33.65,Medium,25.92,0.35,50.53,67.71,9.68,41.86,94994,4,High School,0.9452,-0.043,0.3681,155,0.9208,0.6262,ChatGPT
Doctor,Finance,59.76,Medium,25.5,4.0,70.27,20.47,52.03,44.52,93884,8,Master,0.5407,-0.066,0.4127,141,0.6856,0.0994,ChatGPT
Sales Manager,Retail,46.77,Medium,44.93,20.09,74.58,61.83,52.88,91.06,114361,9,Master,0.9714,-0.0404,0.0199,217,0.8557,0.4323,Claude
Sales Manager,Finance,0.07,Low,37.09,18.6,25.35,12.96,79.72,10.35,47482,12,Bachelor,0.3937,0.1291,0.3808,347,0.8975,0.6077,None
Doctor,Finance,77.15,High,40.84,25.48,87.57,0.21,96.83,27.97,84225,14,Bachelor,0.7574,0.1005,0.7634,222,0.6069,0.0976,Gemini
Product Manager,Retail,14.23,Low,43.06,30.49,45.98,93.15,5.53,53.76,104854,5,High School,0.1099,-0.0649,0.5156,188,0.0066,0.972,Claude
Business Analyst,Education,67.48,Medium,50.22,36.01,21.02,55.49,59.17,69.83,71256,14,PhD,0.8541,-0.0884,0.657,440,0.5561,0.8485,ChatGPT
Plumber,Tech,34.42,Medium,67.63,42.05,86.54,92.69,68.13,63.06,138721,4,Master,0.1707,-0.0767,0.5566,319,0.8025,0.2272,Midjourney
Teacher,Retail,57.8,Medium,47.28,9.89,41.78,33.38,98.58,94.16,111110,12,Master,0.0687,-0.0266,0.1055,418,0.3145,0.5189,ChatGPT
Marketing Specialist,Construction,85.51,High,43.76,4.24,75.03,32.78,94.26,79.56,143606,2,Bachelor,0.0978,0.1028,0.3321,135,0.9278,0.5077,Gemini
Doctor,Energy,15.43,Low,59.57,67.39,54.8,40.07,71.25,55.71,44650,10,Bachelor,0.5574,-0.0197,0.6942,147,0.9968,0.3342,Midjourney
Mechanic,Legal,77.76,High,58.84,53.73,38.19,70.6,52.18,21.47,58930,10,Master,0.2919,-0.0536,0.5479,400,0.5493,0.7596,None
Data Analyst,Marketing,3.83,Low,39.05,44.41,80.99,56.58,16.15,45.09,130400,7,Bachelor,0.961,-0.001,0.675,391,0.5312,0.6583,Claude
Product Manager,Education,92.14,High,64.8,63.44,58.45,92.54,38.42,69.34,41801,3,Bachelor,0.8527,-0.069,0.3602,254,0.6552,0.8642,Claude
Doctor,Energy,20.16,Low,47.94,82.77,39.06,2.54,58.51,83.8,81360,9,High School,0.8033,0.0176,0.1937,202,0.5663,0.0051,ChatGPT
Plumber,Retail,79.44,High,62.04,42.77,10.96,70.82,72.52,95.97,117908,12,Master,0.8096,0.0689,0.8298,362,0.1605,0.604,ChatGPT
Teacher,Construction,6.72,Low,53.56,64.11,89.54,33.03,63.54,60.55,177631,14,High School,0.8907,-0.0078,0.3763,490,0.2711,0.9928,None
Teacher,Marketing,32.7,Medium,61.6,95.36,3.55,18.02,71.41,52.69,62334,12,High School,0.8652,-0.0566,0.655,284,0.2018,0.7892,AutoGPT
Accountant,Legal,63.35,Medium,59.31,83.96,86.32,51.04,42.92,1.77,43288,2,Bachelor,0.9282,0.0133,0.3812,144,0.0721,0.3443,Claude
Lawyer,Legal,65.88,Medium,55.29,42.6,36.0,50.51,72.76,7.21,42191,12,Master,0.9344,0.0906,0.9273,54,0.1404,0.1561,None
Accountant,Education,69.88,Medium,30.85,64.47,63.93,13.7,14.37,15.61,48051,5,Bachelor,0.2983,-0.0809,0.9919,370,0.9723,0.4283,Claude
HR Specialist,Retail,35.09,Medium,18.05,17.71,92.22,20.19,16.26,5.48,91715,7,High School,0.2196,-0.0823,0.6489,471,0.555,0.4243,Copilot
HR Specialist,Energy,66.6,Medium,37.72,56.05,15.17,40.82,16.28,40.09,40737,12,High School,0.6431,-0.0205,0.6022,47,0.1259,0.5853,Gemini
Doctor,Tech,42.85,Medium,76.03,98.13,56.7,40.88,89.09,33.69,95140,14,Master,0.1233,0.0038,0.8408,144,0.7131,0.0661,Copilot
Electrician,Energy,56.59,Medium,30.4,51.83,76.44,31.76,7.6,63.74,35147,8,PhD,0.2111,-0.0459,0.5162,439,0.4768,0.3872,Copilot
Consultant,Energy,54.72,Medium,62.59,92.76,75.76,14.85,80.15,53.57,80508,13,Master,0.773,-0.0933,0.8695,244,0.2247,0.8548,Claude
Nurse,Legal,16.81,Low,21.51,40.73,52.56,0.44,23.36,59.6,82224,5,Bachelor,0.6493,-0.0451,0.4129,76,0.9436,0.6436,AutoGPT
Civil Engineer,Tech,84.66,High,81.25,99.88,62.47,97.02,46.84,47.2,49643,4,Master,0.6509,0.0088,0.0319,84,0.2245,0.4347,None
Business Analyst,Tech,86.71,High,81.29,57.92,75.75,94.35,91.6,27.77,68967,11,Bachelor,0.9506,-0.0801,0.9266,273,0.0976,0.3102,None
Doctor,Education,20.37,Low,37.06,4.23,84.1,48.37,58.59,95.28,133535,10,Bachelor,0.6676,0.079,0.7215,99,0.2058,0.2798,Gemini
Nurse,Marketing,41.65,Medium,59.73,58.68,76.18,99.51,21.01,8.64,70733,1,Bachelor,0.4308,0.038,0.5108,111,0.9119,0.7484,Claude
Plumber,Manufacturing,46.49,Medium,41.08,27.46,35.4,67.37,28.41,93.89,64808,1,Bachelor,0.2803,0.0086,0.9449,12,0.8578,0.4287,Copilot
Data Analyst,Finance,54.89,Medium,34.06,3.25,99.67,6.89,92.04,31.12,88959,8,Master,0.3386,0.0297,0.8868,102,0.8943,0.2462,Copilot
Business Analyst,Finance,2.23,Low,45.52,82.09,43.45,11.77,42.71,51.27,162921,1,Bachelor,0.2778,0.064,0.1084,21,0.9162,0.8127,None
HR Specialist,Legal,75.88,High,59.29,27.57,2.45,91.61,58.7,10.88,98178,1,Bachelor,0.035,0.1487,0.6244,91,0.0775,0.2656,None
Business Analyst,Manufacturing,86.2,High,62.88,79.65,36.26,63.01,45.99,7.09,142255,2,Bachelor,0.2616,0.0938,0.5381,180,0.7113,0.0644,Claude
Accountant,Marketing,14.22,Low,50.33,28.82,12.78,84.32,37.84,42.95,116322,2,High School,0.8354,0.0351,0.7765,400,0.6645,0.5481,ChatGPT
Data Analyst,Manufacturing,89.66,High,43.86,19.43,12.14,89.83,22.33,74.17,74565,3,Bachelor,0.7282,0.0926,0.3008,359,0.9929,0.2791,ChatGPT
Civil Engineer,Education,85.09,High,70.27,97.39,28.15,44.79,68.62,26.94,31132,6,High School,0.6218,0.0188,0.0081,243,0.7147,0.0049,Claude
Doctor,Energy,54.23,Medium,37.61,36.16,5.34,4.85,71.82,56.23,93668,8,High School,0.9022,-0.0223,0.1854,313,0.792,0.5016,Midjourney
Product Manager,Legal,27.47,Low,35.48,60.14,68.85,18.83,27.49,27.87,138835,1,Bachelor,0.2641,-0.0345,0.2109,473,0.715,0.8945,Midjourney
Product Manager,Tech,20.75,Low,48.85,61.0,7.4,6.66,78.9,38.86,172003,3,Bachelor,0.5777,-0.0001,0.2914,54,0.6206,0.6441,ChatGPT
Nurse,Legal,48.91,Medium,53.46,56.05,20.33,18.87,85.45,90.64,103169,8,Master,0.0313,-0.0994,0.3704,34,0.553,0.0182,Gemini
Nurse,Finance,50.72,Medium,74.86,91.47,9.29,41.05,92.07,85.58,130417,13,Bachelor,0.892,-0.0558,0.7066,13,0.9693,0.3788,AutoGPT
Electrician,Marketing,65.19,Medium,31.8,67.44,6.32,11.82,16.12,51.6,31044,1,Master,0.4477,-0.0684,0.0742,397,0.9363,0.247,Copilot
UX Designer,Manufacturing,80.16,High,29.15,40.37,26.78,16.67,30.39,23.81,54363,9,Master,0.1779,0.1401,0.4865,239,0.4379,0.6704,None
Nurse,Marketing,93.45,High,72.29,86.24,57.19,44.58,86.04,19.32,76694,10,Master,0.2393,-0.0838,0.4986,443,0.2842,0.4569,Gemini
Customer Support,Education,79.63,High,23.99,18.11,96.47,34.02,19.85,95.41,162654,12,Bachelor,0.8482,0.0252,0.6159,451,0.5091,0.1727,None
UX Designer,Legal,90.9,High,33.85,54.42,87.56,46.77,0.35,20.27,51301,0,Bachelor,0.1088,0.1299,0.3105,458,0.7461,0.4563,ChatGPT
Plumber,Retail,49.94,Medium,75.02,95.06,87.59,42.92,87.08,80.82,104329,9,PhD,0.9252,0.0519,0.2598,391,0.4009,0.9314,Claude
Sales Manager,Legal,3.89,Low,53.21,62.54,17.61,64.45,32.64,36.9,31620,7,Bachelor,0.3735,0.0238,0.4839,371,0.5372,0.4108,Midjourney
Software Engineer,Tech,5.18,Low,72.29,81.7,26.49,93.72,41.45,98.57,92224,8,High School,0.2511,0.0857,0.6596,204,0.2987,0.8703,ChatGPT
Graphic Designer,Legal,26.85,Low,40.26,65.36,7.64,10.79,44.63,36.82,125419,6,Bachelor,0.3319,-0.0117,0.0446,165,0.4277,0.4754,Gemini
Mechanic,Construction,61.4,Medium,59.56,83.94,77.85,9.93,84.83,35.15,150050,7,High School,0.409,-0.0516,0.2936,119,0.9573,0.7576,Gemini
Software Engineer,Education,33.52,Medium,71.17,94.45,6.98,85.28,33.79,63.75,85856,3,PhD,0.5481,0.1118,0.7873,468,0.2149,0.7858,AutoGPT
Consultant,Healthcare,16.61,Low,55.72,27.29,55.67,50.64,89.23,96.15,85809,3,Bachelor,0.5868,-0.0859,0.4842,174,0.9887,0.7607,None
Plumber,Education,85.05,High,51.77,16.97,24.79,76.64,61.69,97.62,52259,12,Bachelor,0.4478,0.1019,0.9518,395,0.2155,0.6385,ChatGPT
Teacher,Manufacturing,98.5,High,40.89,48.4,24.34,21.54,52.73,70.72,50655,1,Bachelor,0.4464,-0.0742,0.8675,338,0.3192,0.9525,Copilot
Civil Engineer,Healthcare,1.66,Low,61.88,70.19,99.07,82.89,32.56,75.46,51602,7,Bachelor,0.2853,0.0564,0.3439,70,0.0872,0.9286,Gemini
Graphic Designer,Manufacturing,8.94,Low,46.49,22.72,75.68,92.38,24.37,56.34,115945,14,High School,0.3838,0.0193,0.7263,218,0.7521,0.3028,Copilot
UX Designer,Manufacturing,49.93,Medium,42.12,0.41,83.69,63.55,62.41,75.58,172182,10,Bachelor,0.4671,0.1496,0.2743,489,0.0176,0.6947,Copilot
Sales Manager,Tech,33.77,Medium,29.86,34.29,57.2,10.59,44.69,85.98,167145,1,Master,0.5976,-0.003,0.1753,134,0.7878,0.6648,None
Data Analyst,Tech,78.22,High,92.49,96.89,87.1,89.53,91.05,48.61,130846,8,Bachelor,0.1307,0.1393,0.881,316,0.5771,0.2003,Claude
Consultant,Energy,65.43,Medium,65.97,69.5,64.55,79.25,49.16,61.99,110818,13,Master,0.764,0.0009,0.3502,296,0.7488,0.2651,ChatGPT
Plumber,Finance,6.85,Low,55.47,40.13,94.62,75.09,51.18,53.73,171267,3,High School,0.6806,0.0704,0.2034,94,0.7831,0.3108,ChatGPT
Mechanic,Energy,54.49,Medium,21.53,19.26,28.13,3.67,41.67,56.25,31537,0,High School,0.2988,0.0609,0.965,218,0.1244,0.3316,Copilot
Consultant,Energy,33.65,Medium,64.81,35.61,59.53,79.9,78.93,89.0,178210,12,High School,0.4593,-0.0784,0.031,243,0.0214,0.8544,Claude
Graphic Designer,Finance,96.51,High,24.42,16.98,69.01,13.8,42.48,35.56,156545,3,Bachelor,0.9469,0.0858,0.3669,474,0.1688,0.7574,Gemini
Consultant,Retail,47.53,Medium,19.93,10.63,39.29,22.24,26.93,20.82,119743,2,Master,0.0205,-0.0478,0.0384,52,0.3841,0.8077,Gemini
UX Designer,Healthcare,92.77,High,78.2,90.67,87.97,57.71,86.2,45.63,116155,11,Master,0.8114,-0.0029,0.5041,484,0.0733,0.913,ChatGPT
Nurse,Marketing,3.02,Low,61.98,99.77,97.98,26.5,59.68,20.81,150198,5,Bachelor,0.5117,0.0956,0.4012,293,0.4567,0.5143,None
Consultant,Energy,10.33,Low,47.23,16.41,49.38,66.13,59.15,49.84,119846,6,Bachelor,0.6188,0.1361,0.7207,260,0.2851,0.8354,None
UX Designer,Legal,38.63,Medium,42.45,5.45,39.06,60.81,61.08,90.35,60562,7,Master,0.6845,0.04,0.954,176,0.3638,0.6953,Copilot
Doctor,Legal,88.7,High,38.56,32.97,47.19,10.81,71.88,61.74,58036,1,High School,0.456,0.0298,0.5197,202,0.9404,0.4648,Claude
Consultant,Manufacturing,54.46,Medium,47.69,46.17,85.27,65.6,31.31,85.54,104233,5,High School,0.1919,0.0262,0.2854,409,0.7243,0.1939,Claude
Graphic Designer,Finance,82.41,High,38.75,20.48,64.55,92.4,3.38,16.62,113049,14,PhD,0.9096,0.1041,0.8722,76,0.6582,0.4303,Gemini
Data Analyst,Manufacturing,28.35,Low,42.44,30.14,4.48,16.11,81.06,90.09,98681,5,Bachelor,0.7402,0.1483,0.6045,216,0.6536,0.2066,Gemini
Marketing Specialist,Construction,11.15,Low,30.89,20.09,54.22,59.71,12.89,60.18,57818,9,PhD,0.5596,0.0584,0.5535,333,0.5554,0.2872,None
Civil Engineer,Construction,24.6,Low,61.26,77.43,1.73,34.19,72.18,3.18,92532,11,Bachelor,0.4485,-0.0053,0.1886,45,0.513,0.2835,Midjourney
Civil Engineer,Marketing,64.53,Medium,41.82,71.26,77.85,45.96,8.23,63.31,87705,4,Master,0.4993,-0.0453,0.0406,392,0.8822,0.761,Midjourney
Consultant,Tech,87.14,High,43.24,63.5,32.83,28.7,37.53,95.14,50104,9,High School,0.8235,-0.0503,0.4614,295,0.075,0.5078,Copilot
Marketing Specialist,Tech,45.5,Medium,26.81,38.72,47.2,35.41,6.3,7.92,154336,9,Bachelor,0.0125,0.114,0.528,358,0.2885,0.7931,Midjourney
Lawyer,Finance,19.36,Low,48.67,90.9,79.87,2.89,52.22,58.25,157904,6,Bachelor,0.8653,0.1481,0.1271,288,0.1041,0.8774,Claude
Doctor,Finance,63.76,Medium,86.81,96.95,4.64,98.16,65.31,91.55,99603,2,Bachelor,0.0468,0.0745,0.0594,456,0.0111,0.6117,Midjourney
Civil Engineer,Energy,19.69,Low,32.33,17.36,15.85,62.48,17.14,0.97,132499,3,High School,0.6159,0.139,0.2161,462,0.0139,0.4072,ChatGPT
Mechanic,Construction,57.03,Medium,36.51,22.3,39.8,50.07,37.16,63.09,89025,9,Bachelor,0.3331,-0.0125,0.0631,184,0.024,0.8568,ChatGPT
Data Analyst,Energy,10.23,Low,61.32,52.56,22.99,38.37,93.02,47.49,62317,12,High School,0.6782,0.0569,0.0561,20,0.6817,0.5675,AutoGPT
Business Analyst,Tech,81.11,High,35.77,9.13,33.79,53.94,44.24,34.7,135585,8,Master,0.0855,0.0279,0.4442,385,0.1114,0.8569,Gemini
Civil Engineer,Healthcare,80.52,High,53.97,43.64,99.82,38.01,80.25,62.75,78270,3,Bachelor,0.5562,0.0205,0.8102,28,0.2024,0.2654,Gemini
Product Manager,Healthcare,54.13,Medium,62.3,58.18,82.54,35.99,92.72,5.27,149415,2,High School,0.8552,0.0581,0.664,199,0.419,0.5658,None
Mechanic,Finance,3.82,Low,65.35,52.21,88.39,46.39,97.43,75.31,110206,13,High School,0.4946,-0.0224,0.6794,81,0.2693,0.2117,Copilot
Software Engineer,Manufacturing,28.02,Low,50.17,33.09,93.71,27.6,89.83,0.45,99468,1,High School,0.0843,0.0602,0.2624,308,0.8167,0.6984,ChatGPT
Consultant,Tech,13.83,Low,34.66,54.24,34.09,18.0,31.74,30.69,53723,4,Bachelor,0.0374,0.0682,0.0111,84,0.6235,0.5869,AutoGPT
Mechanic,Healthcare,52.35,Medium,82.6,95.88,29.71,55.66,96.26,50.4,90646,3,High School,0.6212,0.109,0.4506,390,0.3333,0.556,Copilot
Sales Manager,Tech,10.17,Low,62.04,20.6,23.41,84.28,81.24,37.7,30074,12,Master,0.0695,0.0826,0.3771,146,0.3178,0.6391,Copilot
Civil Engineer,Education,86.97,High,54.83,65.48,83.01,15.28,83.72,30.75,56498,12,High School,0.0713,-0.0201,0.9472,247,0.6837,0.3754,None
Accountant,Legal,85.02,High,3.04,4.34,67.96,3.27,1.52,83.08,126881,7,High School,0.4254,0.0127,0.072,290,0.1707,0.192,Midjourney
Data Analyst,Construction,15.61,Low,42.25,6.64,23.62,24.68,95.42,93.48,75929,6,Master,0.2095,-0.0699,0.7764,482,0.2805,0.8064,Gemini
Doctor,Energy,69.49,Medium,76.99,55.18,37.7,97.97,77.81,87.37,153199,5,Master,0.2042,-0.0357,0.3854,471,0.3534,0.3844,Copilot
Graphic Designer,Tech,69.65,Medium,56.72,10.49,50.67,82.88,76.8,52.24,56028,10,High School,0.481,0.0302,0.8296,296,0.4546,0.9889,Copilot
Customer Support,Legal,39.68,Medium,23.32,2.23,52.81,59.59,8.15,88.42,59545,11,Master,0.2808,-0.0748,0.4949,150,0.1905,0.481,Gemini
Electrician,Education,15.3,Low,44.44,17.15,88.87,92.92,23.26,92.09,109569,1,Bachelor,0.2193,0.0427,0.8205,330,0.1572,0.49,None
Electrician,Energy,13.21,Low,65.75,56.48,38.06,44.53,96.23,40.92,61673,2,Master,0.5144,-0.0024,0.4668,167,0.99,0.6778,Gemini
Civil Engineer,Tech,73.95,High,72.91,70.33,90.85,98.33,50.07,28.34,132511,9,Bachelor,0.2909,-0.0913,0.4019,210,0.9132,0.6667,ChatGPT
Business Analyst,Finance,22.02,Low,29.89,20.25,44.14,29.63,39.79,9.83,123144,8,Bachelor,0.0802,0.0086,0.9637,497,0.5236,0.1805,Gemini
Software Engineer,Legal,60.35,Medium,58.28,66.83,74.64,24.03,83.99,47.91,94824,12,PhD,0.6827,-0.0297,0.3689,38,0.7656,0.2723,Midjourney
Data Analyst,Energy,86.59,High,30.26,18.25,93.03,63.8,8.73,94.63,53525,8,High School,0.5856,-0.0833,0.8053,104,0.674,0.2315,ChatGPT
Mechanic,Tech,59.31,Medium,46.95,61.35,90.76,37.82,41.69,56.09,87804,14,Bachelor,0.2121,-0.0267,0.067,283,0.0751,0.0534,None
Graphic Designer,Legal,97.4,High,47.13,41.2,5.7,62.64,37.57,66.76,176115,4,Bachelor,0.5822,-0.0265,0.0626,140,0.5179,0.0224,AutoGPT
Doctor,Education,64.55,Medium,43.62,65.38,20.57,30.5,34.99,11.29,71846,13,High School,0.9556,-0.0112,0.4381,256,0.1839,0.645,Copilot
Data Analyst,Tech,31.46,Medium,64.02,99.51,47.69,61.79,30.77,14.35,107261,2,High School,0.9565,-0.0084,0.5856,44,0.5841,0.4986,Midjourney
Customer Support,Tech,85.25,High,47.45,93.78,43.16,27.57,21.01,46.45,59483,1,High School,0.5319,0.0074,0.6085,459,0.0618,0.8946,Midjourney
Doctor,Tech,31.09,Medium,7.61,0.43,64.09,5.1,17.29,95.13,37265,7,Bachelor,0.098,-0.077,0.0364,141,0.1629,0.3008,ChatGPT
Product Manager,Marketing,97.16,High,81.27,88.54,94.47,91.21,64.04,36.08,52763,14,Bachelor,0.4582,-0.0987,0.6967,306,0.7817,0.7875,Copilot
HR Specialist,Finance,47.77,Medium,62.3,6.65,11.24,88.32,91.94,87.75,45733,5,Bachelor,0.027,0.084,0.1299,344,0.8432,0.1032,ChatGPT
Customer Support,Education,95.32,High,81.09,95.3,45.19,97.08,50.89,12.03,142196,9,High School,0.4152,-0.0157,0.9553,123,0.9075,0.8164,Claude
